Gene	NC_1	NC_2	NC_3	BeforeSurgery_1	BeforeSurgery_2	BeforeSurgery_3	AfterSurgery_1	AfterSurgery_2	AfterSurgery_3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABHD18	-0.718810458087264	-0.67067168699304	-0.706199638131895	-0.737618814642373	0.245415253364032	-0.374831761570786	-0.328624705483666	0.50449625875565	-0.74756528976833	1.06774761105773	-2.72322901462639	2.51728202685246	-1.0818132356951	0.279335524169446	NA
ABHD2	3.23398006855941	4.41351311696622	3.26511514708868	2.9727714231034	3.09130447511086	3.31688748332512	2.31183757237668	4.45741239417683	3.10241671830699	13.9491271746609	0.67008504897198	1.12515907136867	0.595546946225901	0.551477928000597	0.757964604952198
ABHD4	-0.979164866411548	-0.938798836274017	-0.968590256241691	-1.03083157168387	0.0356012215196131	-0.679843135513042	-1.03061918417076	-1.03018987363077	-0.247729891445592	0.765470890435451	-2.26254010118138	3.07909490615667	-0.734806873493056	0.462457120411522	NA
ABHD5	3.51148403430687	2.56605577728386	3.95708188972583	2.65852079252549	3.27663883368297	3.4188007286889	2.66094550780228	3.04982512633647	3.29230426709429	10.3088975399115	0.804268442737658	0.9089931404143	0.884790442281103	0.376269665295951	0.60267666577021
ABI1	-0.672379067783469	-0.643423089639404	-0.665706958161559	-0.704089958456836	1.24896450168823	-0.719678437793639	-0.703533070660571	1.14376767110982	-0.723971755611256	2.93025673138008	-4.18078871658416	3.23451072789346	-1.29255676307711	0.196164401774846	NA
ABI2	3.99864678394771	2.21552359474568	3.72467852074332	3.04271636795234	3.87831211757405	3.1439155083562	2.07432815015594	2.88726791218296	2.19746518984697	11.3055362468329	0.953275833371653	1.19279734645246	0.799193455792655	0.424178245994755	0.650512160835239
ABI3BP	0.865985529853484	0.893318090551006	0.872911945118373	2.06786554911736	2.88658800477255	0.812289885961193	2.89772698626004	2.07814320075001	2.23002209614155	5.53862389049766	-5.09837871901677	1.83924682008282	-2.77199267838733	0.00557142896838659	0.0575341031660022
ABL1	0.244195961284648	0.262246137874193	1.39068952368006	0.830842064381545	0.833699843317174	0.769111976427645	1.19867090507925	1.46894799275815	0.206164190931754	2.21423599077159	-0.505015490367973	1.70287523069032	-0.296566349234669	0.766797605027647	NA
ABLIM3	3.2418043604541	3.39354559822279	1.38383545256559	1.33906299329144	2.45797337120633	1.32157477536723	2.21003988490775	3.69857207255024	2.81663136073531	8.90895747617729	0.629316082964859	1.72042113352169	0.365791881245177	0.714520378499015	0.850823056906771
ABT1	-0.862476721873955	-0.821023155701037	-0.417376093971805	-0.0481924953988104	-0.912751491808598	-0.560679059193006	-0.897560829592069	-0.89713108698444	-0.140945691734657	0.802378680134927	-1.0610416446446	2.65490720544337	-0.399653005750688	0.689412109753428	NA
ABTB1	1.64133737032895	1.7419320160445	1.66716128597549	1.50039073775008	1.65743853591539	1.43123882191543	1.902281614974	0.787521720189491	1.24500800510649	3.11934651780232	0.554374839607124	1.1551625627516	0.479910670136852	0.631290913738414	NA
ACACB	-0.0614872954847786	-0.03446570065244	-0.0545776046114428	0.915990439124989	0.686228780284381	-0.116613895237239	-0.0980814038052688	2.42764621961824	1.38463200824712	3.33412521788626	-4.36018819306999	2.32497967772146	-1.87536615259498	0.0607423682721924	NA
ACAD10	-0.770000900193646	-0.742160880667159	-0.762688412869411	0.989446326579512	-0.839153720951372	-0.815545415294128	-0.800742358019886	0.994835443195829	-0.819476439218815	2.5077097598716	-3.94908357382106	3.28526895919746	-1.20205792063544	0.229341088077557	NA
ACAD9	-0.373595522383734	-0.776005367723228	-0.808186158119867	-0.850645214207343	-0.179189228768931	0.246715492242426	-0.850410380887462	-0.849935702286409	-0.515796811945269	0.880033494983793	-1.25735136353265	2.6197477923511	-0.479951301878659	0.631262020969574	NA
ACADM	0.401128411897569	1.80828849150015	0.409702930172583	1.9038084413902	2.0187234258108	0.332318987366538	0.355539411869162	3.24939301423384	0.326188516507749	7.26357699296982	-2.3603638944043	2.4174812507381	-0.976373195731566	0.328879559451666	0.553066689585248
ACADSB	0.425581110830499	0.449965605255544	0.431772387341004	1.8180889745603	1.79303321870899	0.377290072235282	1.26062113179987	2.39192948898075	1.15799710646907	3.46581725374427	-4.41683938094195	1.90940599434462	-2.31320075145044	0.0207116042792608	NA
